	YAL017W	YBL009W	YBL016W	YBL056W	YBL088C	YBR028C	YBR059C	YBR097W	YBR125C	YBR274W	YBR276C	YCR008W	YCR079W	YCR091W	YDL006W	YDL025C	YDL047W	YDL079C	YDL101C	YDL134C	YDL188C	YDL214C	YDL230W	YDR075W	YDR122W	YDR247W	YDR283C	YDR466W	YDR477W	YDR523C	YER129W	YFR014C	YGL021W	YGL059W	YGL179C	YGL180W	YGR040W	YGR123C	YGR188C	YGR203W	YGR262C	YHR030C	YHR076W	YHR082C	YHR135C	YIL035C	YIL042C	YIL095W	YIL113W	YIR026C	YJL095W	YJL106W	YJL128C	YJL164C	YJL165C	YJL187C	YJR059W	YJR066W	YKL048C	YKL101W	YKL116C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YKL171W	YKL198C	YLL010C	YLL019C	YLR019W	YLR096W	YLR113W	YLR240W	YLR248W	YLR362W	YLR433C	YML016C	YML057W	YMR104C	YMR139W	YMR216C	YMR291W	YNL020C	YNL032W	YNL099C	YNL154C	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOL045W	YOL100W	YOL113W	YOL128C	YOR061W	YOR090C	YOR208W	YOR231W	YOR233W	YOR267C	YOR351C	YPL026C	YPL031C	YPL140C	YPL141C	YPL150W	YPL179W	YPL203W	YPL236C	YPR054W	YPR073C	YPR106W	YPR111W
YBR160W	69.0	68.0	69.0	122.0	120.0	65.0	57.0	84.0	94.0	84.0	38.0	77.0	51.0	113.0	91.0	76.0	50.0	89.0	88.0	68.0	64.0	37.0	38.0	72.0	63.0	69.0	79.0	79.0	78.0	75.0	58.0	82.0	22.0	74.0	90.0	115.0	61.0	74.0	69.0	60.0	81.0	71.0	51.0	34.0	21.0	61.0	83.0	67.0	66.0	74.0	28.0	93.0	114.0	65.0	68.0	98.0	46.0	87.0	109.0	83.0	83.0	73.0	60.0	86.0	71.0	87.0	57.0	70.0	68.0	86.0	92.0	67.0	89.0	89.0	96.0	63.0	63.0	48.0	66.0	66.0	69.0	53.0	73.0	59.0	88.0	57.0	62.0	60.0	87.0	61.0	41.0	86.0	53.0	85.0	81.0	54.0	65.0	79.0	77.0	84.0	67.0	66.0	73.0	66.0	98.0	110.0	104.0	30.0	70.0	75.0	91.0	28.0	70.0	68.0	55.0
YBR274W	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
YBR276C	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
YCR008W	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR079W	0.0	1.0	1.0	2.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0
YDL006W	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
YDL025C	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
YDL028C	3.0	4.0	4.0	5.0	5.0	3.0	3.0	5.0	6.0	3.0	2.0	3.0	2.0	6.0	4.0	4.0	2.0	5.0	6.0	3.0	4.0	2.0	3.0	3.0	4.0	3.0	5.0	4.0	1.0	3.0	5.0	4.0	1.0	3.0	4.0	6.0	1.0	4.0	4.0	4.0	5.0	3.0	4.0	1.0	1.0	1.0	5.0	5.0	7.0	3.0	1.0	5.0	4.0	3.0	4.0	3.0	3.0	4.0	4.0	4.0	6.0	5.0	3.0	4.0	4.0	5.0	4.0	2.0	4.0	5.0	4.0	6.0	2.0	4.0	4.0	4.0	3.0	2.0	2.0	3.0	3.0	3.0	5.0	3.0	3.0	5.0	4.0	4.0	5.0	3.0	2.0	3.0	3.0	4.0	2.0	1.0	3.0	3.0	2.0	3.0	5.0	2.0	5.0	2.0	6.0	3.0	3.0	1.0	4.0	3.0	4.0	2.0	4.0	4.0	2.0
YDL047W	4.0	4.0	4.0	7.0	3.0	4.0	5.0	6.0	6.0	5.0	2.0	5.0	2.0	6.0	7.0	4.0	13.0	4.0	6.0	5.0	4.0	1.0	2.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	4.0	2.0	4.0	2.0	6.0	2.0	5.0	4.0	3.0	4.0	5.0	4.0	3.0	2.0	3.0	2.0	5.0	5.0	5.0	2.0	5.0	6.0	4.0	4.0	5.0	5.0	6.0	4.0	4.0	5.0	5.0	4.0	2.0	4.0	4.0	5.0	6.0	4.0	4.0	5.0	5.0	6.0	6.0	4.0	5.0	4.0	3.0	4.0	4.0	4.0	3.0	5.0	5.0	6.0	5.0	4.0	4.0	5.0	3.0	3.0	5.0	2.0	4.0	4.0	5.0	4.0	3.0	4.0	6.0	3.0	4.0	5.0	2.0	4.0	6.0	5.0	1.0	5.0	6.0	5.0	2.0	4.0	5.0	4.0
YDL101C	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
YDL108W	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
YDL134C	3.0	2.0	4.0	2.0	3.0	3.0	4.0	3.0	2.0	4.0	3.0	3.0	2.0	1.0	2.0	4.0	2.0	3.0	3.0	5.0	3.0	4.0	2.0	3.0	5.0	0.0	2.0	3.0	4.0	3.0	2.0	4.0	2.0	4.0	3.0	1.0	4.0	1.0	4.0	2.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	4.0	3.0	1.0	4.0	3.0	1.0	3.0	3.0	4.0	4.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	4.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	1.0	2.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	1.0	2.0	2.0	2.0	3.0	1.0	4.0	2.0	3.0	3.0	4.0	4.0	4.0	3.0	1.0	4.0	3.0	2.0	3.0	4.0	5.0	2.0	2.0	3.0	2.0	2.0	3.0	3.0	2.0
YDL188C	2.0	3.0	4.0	5.0	5.0	4.0	4.0	4.0	5.0	1.0	2.0	0.0	3.0	6.0	4.0	3.0	4.0	4.0	3.0	4.0	8.0	2.0	1.0	3.0	4.0	3.0	7.0	2.0	2.0	2.0	4.0	1.0	0.0	0.0	3.0	4.0	1.0	5.0	2.0	0.0	1.0	3.0	3.0	0.0	0.0	1.0	1.0	3.0	1.0	4.0	1.0	3.0	2.0	4.0	0.0	6.0	2.0	2.0	4.0	3.0	7.0	5.0	4.0	1.0	1.0	2.0	2.0	3.0	1.0	3.0	1.0	1.0	3.0	5.0	5.0	6.0	6.0	2.0	2.0	3.0	0.0	2.0	0.0	2.0	5.0	0.0	2.0	3.0	3.0	0.0	3.0	5.0	1.0	1.0	4.0	1.0	1.0	3.0	2.0	4.0	2.0	2.0	6.0	1.0	5.0	5.0	4.0	1.0	3.0	2.0	5.0	1.0	1.0	3.0	1.0
YDL230W	1.0	2.0	3.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	3.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	3.0	2.0	3.0	1.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	2.0	1.0
YDR028C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
YDR247W	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
YDR466W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
